INTERACTING_PROTEINS,DDI,DLI  (3DID DMI),DLI  (ELM)
P49639   Q92608-1,8,0,0
P49639   Q92625-1,8,0,0
P49639   Q92692-2,8,0,0
P49639   Q92731-3,8,0,0
P49639   Q92764,8,0,0
P49639   Q92824-2,8,0,0
P49639   Q96EG3,8,0,0
P49639   Q96HB5-1,8,0,0
P49639   Q96M29,8,0,0
P49639   Q96MH2,8,0,0
P49639   Q96NT3-2,8,0,0
P49639   Q96PF1,8,0,0
P49639   Q96SF7-2,8,0,0
P49639   Q96SQ5-1,8,0,0
P49639   Q99435-1,8,0,0
P49639   Q99697-2,8,0,0
P49639   Q99750,8,0,0
P49639   Q99988,8,0,0
P49639   Q9BQ66,8,0,0
P49639   Q9BRX9,8,0,0
P49639   Q9BT49,8,0,0
P49639   Q9BTY2-1,8,0,0
P49639   Q9BUZ4-1,8,0,0
P49639   Q9BYD5,8,0,0
P49639   Q9BYQ0,8,0,0
P49639   Q9BYQ3,8,0,0
P49639   Q9BYQ4,8,0,0
P49639   Q9BYQ6,8,0,0
P49639   Q9BYR2,8,0,0
P49639   Q9BYR3,8,0,0
P49639   Q9BYR5,8,0,0
P49639   Q9BYR6,8,0,0
P49639   Q9BYR9,8,0,0
P49639   Q9BYS1,8,0,0
P49639   Q9BZL1,8,0,0
P49639   Q9BZR6,8,0,0
P49639   Q9BZR9,8,0,0
P49639   Q9C004-1,8,0,0
P49639   Q9C086,8,0,0
P49639   Q9GZM5,8,0,0
P49639   Q9H0I2-1,8,0,0
P49639   Q9H0X6,8,0,0
P49639   Q9H2A7,8,0,0
P49639   Q9H2F3-1,8,0,0
P49639   Q9H2G9-1,8,0,0
P49639   Q9H5F2,8,0,0
P49639   Q9H6L4-1,8,0,0
P49639   Q9H6Z4-3,8,0,0
P49639   Q9H9P5-5,8,0,0
P49639   Q9HB63-3,8,0,0
P49639   Q9HC98-1,8,0,0
P49639   Q9NQ30-1,8,0,0
P49639   Q9NQ32-2,8,0,0
P49639   Q9NRQ2-1,8,0,0
P49639   Q9NRY6,8,0,0
P49639   Q9NRY7-2,8,0,0
P49639   Q9NSB4,8,0,0
P49639   Q9NVM1,8,0,0
P49639   Q9NZC7-5,8,0,0
P49639   Q9NZV7,8,0,0
P49639   Q9UBP5,8,0,0
P49639   Q9UBU9-1,8,0,0
P49639   Q9UGC6,8,0,0
P49639   Q9UHF1,8,0,0
P49639   Q9UHG3-1,8,0,0
P49639   Q9UHI7,8,0,0
P49639   Q9UHV8,8,0,0
P49639   Q9UKJ5,8,0,0
P49639   Q9UM22-1,8,0,0
P49639   Q9Y223-1,8,0,0
P49639   Q9Y242,8,0,0
P49639   Q9Y2M2-1,8,0,0
P49639   Q9Y342,8,0,0
P49639   Q9Y4X0-3,8,0,0
P49639   Q9Y6H3,8,0,0
P49639   Q9Y6W6-1,8,0,0
P49642   P49643-1,3,0,0
P49643-1   O95980,5,0,0
P49643-1   P49642,5,0,0
P49674   O15055-1,102,16,35
P49674   O75382-1,102,16,35
P49674   Q5T7W0-2,102,16,35
P49674   Q92997-1,102,16,35
P49675   G5E962,2,0,0
P49675   O60906,2,0,0
P49675   Q15276-1,2,0,0
P49675   Q6RW13-2,2,0,0
P49675   Q6ZPD8,2,0,0
P49675   Q8IZR5-2,2,0,0
P49675   Q9UNK0,2,0,0
P49682-1   O14523-2,17,3,0
P49682-1   Q8N6F1-2,17,3,0
P49682-1   Q9Y6G1,17,3,0
P49711-1   O95789-4,11,0,0
P49711-1   Q12933-1,11,0,0
P49720   O00560-1,13,0,0
P49720   P14373-1,13,0,0
P49720   Q8N4Y2-3,13,0,0
P49721   Q0VD86-1,13,0,0
P49721   Q3LI70,13,0,0
P49721   Q3LI72,13,0,0
P49721   Q3SYF9,13,0,0
P49721   Q8IUB9,13,0,0
P49721   Q9Y2T1,13,0,0
P49736   Q9Y294,28,0,0
P49747-1   B8A4K4,19,0,0
P49747-1   O00244,19,0,0
P49747-1   P29972-1,19,0,0
P49747-1   P32242,19,0,0
P49747-1   P50222,19,0,0
P49747-1   Q7Z417-1,19,0,0
P49747-1   Q96EQ0,19,0,0
P49748-1   Q53T94-1,24,0,0
P49756-1   A7MD48,42,5,2
P49756-1   ENSP00000476265.1,42,5,2
P49757-8   Q13113,8,4,2
P49757-8   Q5MJ10,8,4,2
P49757-8   Q8N3R9-1,8,4,2
P49757-8   Q96JC9-1,8,4,2
P49759-1   A0A0A0MQS2,102,16,35
P49759-1   A0A0A0MTI2,102,16,35
P49759-1   A7MD48,102,16,35
P49759-1   O75494-1,102,16,35
P49759-1   O76083-2,102,16,35
P49759-1   P49760-1,102,16,35
P49759-1   P60371,102,16,35
P49759-1   P60409,102,16,35
P49759-1   P62995-1,102,16,35
P49759-1   P84103-1,102,16,35
P49759-1   Q07955-1,102,16,35
P49759-1   Q16629-1,102,16,35
P49759-1   Q8TBB1-1,102,16,35
P49759-1   Q92997-1,102,16,35
P49760-1   A0A0A0MQS2,102,16,35
P49760-1   B0QYN7,102,16,35
P49760-1   E7EMZ9,102,16,35
P49760-1   H3BS42,102,16,35
P49760-1   O76064-1,102,16,35
P49760-1   O95198-1,102,16,35
P49760-1   P04553,102,16,35
P49760-1   P08621-1,102,16,35
P49760-1   P42892-1,102,16,35
P49760-1   P49759-1,102,16,35
P49760-1   P49760-1,102,16,35
P49760-1   P49761-1,102,16,35
P49760-1   P52737,102,16,35
P49760-1   P84103-1,102,16,35
P49760-1   Q08426-1,102,16,35
P49760-1   Q14498-1,102,16,35
P49760-1   Q15287-1,102,16,35
P49760-1   Q15696,102,16,35
P49760-1   Q86XT4,102,16,35
P49760-1   Q8IYI8,102,16,35
P49760-1   Q8N8L2,102,16,35
P49760-1   Q8TAD8,102,16,35
P49760-1   Q8TBB1-1,102,16,35
P49760-1   Q8TD17-1,102,16,35
P49760-1   Q8WUQ7-1,102,16,35
P49760-1   Q96D03,102,16,35
P49760-1   Q96EG3,102,16,35
P49760-1   Q96H86-1,102,16,35
P49760-1   Q96MU7-1,102,16,35
P49760-1   Q96NG5-1,102,16,35
P49760-1   Q96PQ6-1,102,16,35
P49760-1   Q9BUV0-1,102,16,35
P49760-1   Q9BX10-1,102,16,35
P49760-1   Q9BZE9-1,102,16,35
P49760-1   Q9C0F3,102,16,35
P49760-1   Q9P127-1,102,16,35
P49760-1   Q9UBU9-1,102,16,35
P49760-1   Q9Y5A6,102,16,35
P49761-1   A0A0A0MQS2,102,16,35
P49761-1   A0A0A0MTI2,102,16,35
P49761-1   O00560-1,102,16,35
P49761-1   O75494-1,102,16,35
P49761-1   O76064-1,102,16,35
P49761-1   P09017,102,16,35
P49761-1   P09629,102,16,35
P49761-1   P10523,102,16,35
P49761-1   P17509-1,102,16,35
P49761-1   P29728-2,102,16,35
P49761-1   P49760-1,102,16,35
P49761-1   P49761-1,102,16,35
P49761-1   P62995-1,102,16,35
P49761-1   P84103-1,102,16,35
P49761-1   Q0VD86-1,102,16,35
P49761-1   Q15287-1,102,16,35
P49761-1   Q16560-2,102,16,35
P49761-1   Q5M9Q1,102,16,35
P49761-1   Q8IWX8,102,16,35
P49761-1   Q8TAD8,102,16,35
P49761-1   Q8TBB1-1,102,16,35
P49761-1   Q8WTR7,102,16,35
P49761-1   Q96D03,102,16,35
P49761-1   Q9BRL6-1,102,16,35
P49761-1   Q9BUV0-1,102,16,35
P49761-1   Q9UBU9-1,102,16,35
P49761-1   Q9ULD5-2,102,16,35
P49761-1   Q9Y2P0,102,16,35
P49765-1   Q53G59-1,10,2,0
P49767   Q96EQ0,10,2,0
P49768-2   Q3KNW5,4,0,0
P49768-2   Q9NZ42,4,0,0
P49770   Q96LT7-1,4,0,0
P49770   Q9UI10-1,4,0,0
P49771-1   P26371,2,0,0
P49773   Q8N684-1,2,0,0
P49789   P49789,2,0,0
P49789   Q96D03,2,0,0
P49795   P05187,6,0,0
P49795   P25786-1,6,0,0
P49795   P32242,6,0,0
P49795   P49639,6,0,0
P49795   Q12837-1,6,0,0
P49795   Q5TA78,6,0,0
P49795   Q6EMK4,6,0,0
P49795   Q6L8G9,6,0,0
P49795   Q7Z417-1,6,0,0
P49795   Q8NEC5,6,0,0
P49796-4   B8A4K4,35,12,5
P49848-1   Q8N9N5-2,5,0,0
P49848-1   Q8WWB5-1,5,0,0
P49863   P55061-1,64,12,1
P49888   O76083-2,1,0,0
P49902-1   Q8IVS8-1,1,0,0
P49903-1   O95125-1,13,0,0
P49903-1   P24278,13,0,0
P49903-1   P49903-1,13,0,0
P49903-1   Q2TAL8,13,0,0
P49903-1   Q6GPH4-1,13,0,0
P49903-1   Q6S9Z5,13,0,0
P49903-1   Q8N554-2,13,0,0
P49903-1   Q8TF50,13,0,0
P49903-1   Q9UPG8,13,0,0
P49910   A6NEM1-1,10,0,0
P49910   H0YKB7,10,0,0
P49910   O14978,10,0,0
P49910   O43865-1,10,0,0
P49910   O60437,10,0,0
P49910   P0C7H8,10,0,0
P49910   P13994,10,0,0
P49910   P15622-3,10,0,0
P49910   P17028-1,10,0,0
P49910   P57086,10,0,0
P49910   P60410,10,0,0
P49910   P60411-1,10,0,0
P49910   Q15287-1,10,0,0
P49910   Q6NX45,10,0,0
P49910   Q7Z3I7,10,0,0
P49910   Q86Z20-1,10,0,0
P49910   Q8IX15-1,10,0,0
P49910   Q8N8X9,10,0,0
P49910   Q8NHQ1-1,10,0,0
P49910   Q8TAU3-1,10,0,0
P49910   Q8WV44-1,10,0,0
P49910   Q92997-1,10,0,0
P49910   Q96EG3,10,0,0
P49910   Q96HA8-1,10,0,0
P49910   Q96K58,10,0,0
P49910   Q9BWT7-1,10,0,0
P49910   Q9BYR9,10,0,0
P49910   Q9H8W4,10,0,0
P49910   Q9NRD5-1,10,0,0
P49910   Q9NWS9-2,10,0,0
P49910   Q9UJV3-2,10,0,0
P49917   Q13426-1,28,10,3
P50053-2   P50458,1,0,0
P50053-2   Q92624,1,0,0
P50150   Q14192-1,1,0,0
P50151   O76011,1,0,0
P50151   P08779,1,0,0
P50221-1   ENSP00000391869.3,8,0,0
P50221-1   J3KNI5,8,0,0
P50221-1   O00560-1,8,0,0
P50221-1   O14893-1,8,0,0
P50221-1   O15347,8,0,0
P50221-1   O43247-2,8,0,0
P50221-1   O43602-2,8,0,0
P50221-1   O94888,8,0,0
P50221-1   O95872,8,0,0
P50221-1   O95983-2,8,0,0
P50221-1   P13807-1,8,0,0
P50221-1   P31273,8,0,0
P50221-1   P38919,8,0,0
P50221-1   P43351-1,8,0,0
P50221-1   P45984-1,8,0,0
P50221-1   P49427,8,0,0
P50221-1   P49593-1,8,0,0
P50221-1   P50402,8,0,0
P50221-1   P51452-1,8,0,0
P50221-1   P54284-1,8,0,0
P50221-1   P54619-1,8,0,0
P50221-1   P61024,8,0,0
P50221-1   P68400-1,8,0,0
P50221-1   Q12982-1,8,0,0
P50221-1   Q13064,8,0,0
P50221-1   Q13526,8,0,0
P50221-1   Q13541,8,0,0
P50221-1   Q13895,8,0,0
P50221-1   Q15642-2,8,0,0
P50221-1   Q15735-2,8,0,0
P50221-1   Q2TBE0-1,8,0,0
P50221-1   Q32MM7,8,0,0
P50221-1   Q53TS8-1,8,0,0
P50221-1   Q63ZY3-1,8,0,0
P50221-1   Q68D86-1,8,0,0
P50221-1   Q6NT76-1,8,0,0
P50221-1   Q712K3,8,0,0
P50221-1   Q7Z3C6-3,8,0,0
P50221-1   Q86VK4-3,8,0,0
P50221-1   Q8IVA1-1,8,0,0
P50221-1   Q8IW40-1,8,0,0
P50221-1   Q8IXS8,8,0,0
P50221-1   Q8IYS1,8,0,0
P50221-1   Q8N5J4,8,0,0
P50221-1   Q8TBK6-1,8,0,0
P50221-1   Q8WV44-1,8,0,0
P50221-1   Q8WYK0-1,8,0,0
P50221-1   Q969R5-1,8,0,0
P50221-1   Q969S2-1,8,0,0
P50221-1   Q96CN9,8,0,0
P50221-1   Q96EZ8-1,8,0,0
P50221-1   Q96IZ5-1,8,0,0
P50221-1   Q96MP8-2,8,0,0
P50221-1   Q99932-2,8,0,0
P50221-1   Q9BRC7-1,8,0,0
P50221-1   Q9BT43,8,0,0
P50221-1   Q9BV19,8,0,0
P50221-1   Q9H3U1-1,8,0,0
P50221-1   Q9HAT8,8,0,0
P50221-1   Q9HBI0-1,8,0,0
P50221-1   Q9NSC5-1,8,0,0
P50221-1   Q9NUJ3,8,0,0
P50221-1   Q9NWQ9,8,0,0
P50221-1   Q9NX01,8,0,0
P50221-1   Q9NX04-1,8,0,0
P50221-1   Q9UDX3-2,8,0,0
P50221-1   Q9UH92-3,8,0,0
P50221-1   Q9UHB4-1,8,0,0
P50221-1   Q9UJV3-2,8,0,0
P50221-1   Q9UJX0-2,8,0,0
P50221-1   Q9UJX6-1,8,0,0
P50221-1   Q9UKZ1,8,0,0
P50221-1   Q9UL33-1,8,0,0
P50222   A0A024R2X5,8,0,0
P50222   A0A087WSW7,8,0,0
P50222   A0A087WTQ2,8,0,0
P50222   A0A087WV67,8,0,0
P50222   A0A087WVP0,8,0,0
P50222   A0A087WXA6,8,0,0
P50222   A0A087X279,8,0,0
P50222   A0A0A0MR49,8,0,0
P50222   A0A0C4DGQ3,8,0,0
P50222   A0A0C4DGV6,8,0,0
P50222   A0A1B0GWI1,8,0,0
P50222   A0AVK6,8,0,0
P50222   A0PJX4,8,0,0
P50222   A1A4F0-2,8,0,0
P50222   A1A5C7-2,8,0,0
P50222   A4D161-1,8,0,0
P50222   A4GXA9-1,8,0,0
P50222   A8MUN0,8,0,0
P50222   B2RUY7-1,8,0,0
P50222   B8A4K4,8,0,0
P50222   C9IZW8,8,0,0
P50222   C9JQV3,8,0,0
P50222   D6RIE3,8,0,0
P50222   E9PKP1,8,0,0
P50222   E9PNP0,8,0,0
P50222   ENSP00000391869.3,8,0,0
P50222   ENSP00000426769.1,8,0,0
P50222   ENSP00000473411.1,8,0,0
P50222   ENSP00000492907.1,8,0,0
P50222   F5GYX2,8,0,0
P50222   H0YH91,8,0,0
P50222   H7BZ61,8,0,0
P50222   J3KNI5,8,0,0
P50222   O00233-1,8,0,0
P50222   O00299,8,0,0
P50222   O00311-1,8,0,0
P50222   O00463-1,8,0,0
P50222   O00534-3,8,0,0
P50222   O00560-1,8,0,0
P50222   O14647-3,8,0,0
P50222   O14796-1,8,0,0
P50222   O14929,8,0,0
P50222   O14972-1,8,0,0
P50222   O15160-1,8,0,0
P50222   O15305-1,8,0,0
P50222   O15315-3,8,0,0
P50222   O15347,8,0,0
P50222   O15539-1,8,0,0
P50222   O15550,8,0,0
P50222   O43159,8,0,0
P50222   O43189-1,8,0,0
P50222   O43561-2,8,0,0
P50222   O43602-2,8,0,0
P50222   O43609,8,0,0
P50222   O43610,8,0,0
P50222   O43752-1,8,0,0
P50222   O43808,8,0,0
P50222   O60282-1,8,0,0
P50222   O60336-1,8,0,0
P50222   O60678,8,0,0
P50222   O60762,8,0,0
P50222   O60909-2,8,0,0
P50222   O75093-1,8,0,0
P50222   O75140-2,8,0,0
P50222   O75344-1,8,0,0
P50222   O75603,8,0,0
P50222   O75771-1,8,0,0
P50222   O75821,8,0,0
P50222   O76071,8,0,0
P50222   O94817-1,8,0,0
P50222   O94818-2,8,0,0
P50222   O95125-1,8,0,0
P50222   O95376,8,0,0
P50222   O95602,8,0,0
P50222   O95661,8,0,0
P50222   O95868,8,0,0
P50222   O95872,8,0,0
P50222   O95980,8,0,0
P50222   O95983-2,8,0,0
P50222   P00540,8,0,0
P50222   P01236,8,0,0
P50222   P01570,8,0,0
P50222   P02792,8,0,0
P50222   P04440,8,0,0
P50222   P05013,8,0,0
P50222   P05187,8,0,0
P50222   P05408-1,8,0,0
P50222   P06241-3,8,0,0
P50222   P07098-1,8,0,0
P50222   P07910-1,8,0,0
P50222   P07988,8,0,0
P50222   P09067,8,0,0
P50222   P09341,8,0,0
P50222   P09917-1,8,0,0
P50222   P0DML3-1,8,0,0
P50222   P0DN76,8,0,0
P50222   P10827-1,8,0,0
P50222   P14616,8,0,0
P50222   P15408-1,8,0,0
P50222   P15622-3,8,0,0
P50222   P17027-1,8,0,0
P50222   P21673,8,0,0
P50222   P22003-1,8,0,0
P50222   P22090,8,0,0
P50222   P23025,8,0,0
P50222   P23142-4,8,0,0
P50222   P24863-1,8,0,0
P50222   P25208,8,0,0
P50222   P25800-1,8,0,0
P50222   P26371,8,0,0
P50222   P28062-2,8,0,0
P50222   P28799-1,8,0,0
P50222   P29803,8,0,0
P50222   P30536-1,8,0,0
P50222   P30926-1,8,0,0
P50222   P31273,8,0,0
P50222   P31751-1,8,0,0
P50222   P33176,8,0,0
P50222   P36383,8,0,0
P50222   P36542-1,8,0,0
P50222   P38919,8,0,0
P50222   P38936,8,0,0
P50222   P41223-1,8,0,0
P50222   P41227-1,8,0,0
P50222   P41271-1,8,0,0
P50222   P41732,8,0,0
P50222   P41743,8,0,0
P50222   P42830,8,0,0
P50222   P43268-3,8,0,0
P50222   P43351-1,8,0,0
P50222   P46459-1,8,0,0
P50222   P46940,8,0,0
P50222   P48380-1,8,0,0
P50222   P49366-1,8,0,0
P50222   P49427,8,0,0
P50222   P49747-1,8,0,0
P50222   P50402,8,0,0
P50222   P50548-1,8,0,0
P50222   P51668,8,0,0
P50222   P52790,8,0,0
P50222   P52823-1,8,0,0
P50222   P53582,8,0,0
P50222   P53677-2,8,0,0
P50222   P54278-2,8,0,0
P50222   P54315-1,8,0,0
P50222   P54619-1,8,0,0
P50222   P55273,8,0,0
P50222   P56180-2,8,0,0
P50222   P56537-1,8,0,0
P50222   P57060,8,0,0
P50222   P57764,8,0,0
P50222   P59990,8,0,0
P50222   P59991,8,0,0
P50222   P60328,8,0,0
P50222   P60329,8,0,0
P50222   P60370,8,0,0
P50222   P60410,8,0,0
P50222   P60411-1,8,0,0
P50222   P60412,8,0,0
P50222   P61024,8,0,0
P50222   P61086-1,8,0,0
P50222   P61289-1,8,0,0
P50222   P61313-1,8,0,0
P50222   P61758,8,0,0
P50222   P61964,8,0,0
P50222   P62140,8,0,0
P50222   P62166-1,8,0,0
P50222   P62306,8,0,0
P50222   P62330,8,0,0
P50222   P62829,8,0,0
P50222   P63208-1,8,0,0
P50222   P63241-1,8,0,0
P50222   P68400-1,8,0,0
P50222   P78385,8,0,0
P50222   P78412,8,0,0
P50222   P99999,8,0,0
P50222   Q00013-1,8,0,0
P50222   Q00526,8,0,0
P50222   Q00535-1,8,0,0
P50222   Q01081-1,8,0,0
P50222   Q01449,8,0,0
P50222   Q01523,8,0,0
P50222   Q01826-1,8,0,0
P50222   Q03936-1,8,0,0
P50222   Q05516-1,8,0,0
P50222   Q05519-2,8,0,0
P50222   Q06455-4,8,0,0
P50222   Q08AM6-1,8,0,0
P50222   Q09666-2,8,0,0
P50222   Q0D2K3-1,8,0,0
P50222   Q12805-1,8,0,0
P50222   Q12905,8,0,0
P50222   Q12982-1,8,0,0
P50222   Q13352-1,8,0,0
P50222   Q13410,8,0,0
P50222   Q13422-7,8,0,0
P50222   Q13526,8,0,0
P50222   Q13554-3,8,0,0
P50222   Q13698,8,0,0
P50222   Q13895,8,0,0
P50222   Q13976-2,8,0,0
P50222   Q14055,8,0,0
P50222   Q14153-2,8,0,0
P50222   Q14162-1,8,0,0
P50222   Q14533,8,0,0
P50222   Q14781-2,8,0,0
P50222   Q14990,8,0,0
P50222   Q14CS0,8,0,0
P50222   Q15014,8,0,0
P50222   Q15147-1,8,0,0
P50222   Q15327,8,0,0
P50222   Q15560-1,8,0,0
P50222   Q15642-2,8,0,0
P50222   Q15691,8,0,0
P50222   Q15735-2,8,0,0
P50222   Q15772-4,8,0,0
P50222   Q15907-1,8,0,0
P50222   Q15973-3,8,0,0
P50222   Q16204,8,0,0
P50222   Q29RF7-3,8,0,0
P50222   Q2M2E3,8,0,0
P50222   Q2M3C6-1,8,0,0
P50222   Q2TAZ0-1,8,0,0
P50222   Q32MM7,8,0,0
P50222   Q3KRA6,8,0,0
P50222   Q3LI67,8,0,0
P50222   Q3SY00-1,8,0,0
P50222   Q4VCS5-2,8,0,0
P50222   Q52LD8,8,0,0
P50222   Q52LG2,8,0,0
P50222   Q53RY4-1,8,0,0
P50222   Q53T94-1,8,0,0
P50222   Q5BJF6-3,8,0,0
P50222   Q5JT25-2,8,0,0
P50222   Q5JTD0-1,8,0,0
P50222   Q5MJ09,8,0,0
P50222   Q5MJ10,8,0,0
P50222   Q5SQS8,8,0,0
P50222   Q5SYC1-1,8,0,0
P50222   Q5T619,8,0,0
P50222   Q5T6V7,8,0,0
P50222   Q5T749,8,0,0
P50222   Q5T752,8,0,0
P50222   Q5T753,8,0,0
P50222   Q5T7W7-1,8,0,0
P50222   Q5TA79,8,0,0
P50222   Q5TAP6,8,0,0
P50222   Q5VWN6-1,8,0,0
P50222   Q5VX71-3,8,0,0
P50222   Q5XKK7-1,8,0,0
P50222   Q63ZY3-1,8,0,0
P50222   Q659C4-1,8,0,0
P50222   Q684P5-1,8,0,0
P50222   Q68CQ4,8,0,0
P50222   Q68D10-1,8,0,0
P50222   Q68D86-1,8,0,0
P50222   Q68DY9-1,8,0,0
P50222   Q68G75-1,8,0,0
P50222   Q6BCY4-2,8,0,0
P50222   Q6EMK4,8,0,0
P50222   Q6ICB0,8,0,0
P50222   Q6IMN6-3,8,0,0
P50222   Q6L8G4,8,0,0
P50222   Q6L8G9,8,0,0
P50222   Q6L8H2,8,0,0
P50222   Q6NSM0,8,0,0
P50222   Q6NT76-1,8,0,0
P50222   Q6NYC8-1,8,0,0
P50222   Q6NZ36-4,8,0,0
P50222   Q6P1R4,8,0,0
P50222   Q6P4F2,8,0,0
P50222   Q6P4H8-1,8,0,0
P50222   Q6PIL6-1,8,0,0
P50222   Q6UWF3-1,8,0,0
P50222   Q6UWW0,8,0,0
P50222   Q6ZN54-2,8,0,0
P50222   Q6ZN55-1,8,0,0
P50222   Q6ZVT0-3,8,0,0
P50222   Q701N4,8,0,0
P50222   Q71RS6-1,8,0,0
P50222   Q75WM6,8,0,0
P50222   Q7L273,8,0,0
P50222   Q7L775,8,0,0
P50222   Q7LFX5-1,8,0,0
P50222   Q7Z3C6-3,8,0,0
P50222   Q7Z699,8,0,0
P50222   Q7Z7C7,8,0,0
P50222   Q86US8-3,8,0,0
P50222   Q86VK4-3,8,0,0
P50222   Q86VS8,8,0,0
P50222   Q86X24-1,8,0,0
P50222   Q86X45-1,8,0,0
P50222   Q86XT4,8,0,0
P50222   Q86Y39-1,8,0,0
P50222   Q8IUB5,8,0,0
P50222   Q8IW40-1,8,0,0
P50222   Q8IWB6-1,8,0,0
P50222   Q8IWZ5-1,8,0,0
P50222   Q8IXB3,8,0,0
P50222   Q8IYE1,8,0,0
P50222   Q8IYL3,8,0,0
P50222   Q8IYR0,8,0,0
P50222   Q8IYS8,8,0,0
P50222   Q8IYX1-1,8,0,0
P50222   Q8IZ13,8,0,0
P50222   Q8IZ69-1,8,0,0
P50222   Q8IZF3,8,0,0
P50222   Q8N371-1,8,0,0
P50222   Q8N3C7-1,8,0,0
P50222   Q8N3L3,8,0,0
P50222   Q8N456-1,8,0,0
P50222   Q8N4B4,8,0,0
P50222   Q8N4W6,8,0,0
P50222   Q8N554-2,8,0,0
P50222   Q8N5G2-1,8,0,0
P50222   Q8N5M4-1,8,0,0
P50222   Q8N5Q1,8,0,0
P50222   Q8N680,8,0,0
P50222   Q8N7C0,8,0,0
P50222   Q8N7R7-3,8,0,0
P50222   Q8N8B7-1,8,0,0
P50222   Q8N8Y2,8,0,0
P50222   Q8NB12,8,0,0
P50222   Q8NDW4-1,8,0,0
P50222   Q8NEY4-2,8,0,0
P50222   Q8NF50-4,8,0,0
P50222   Q8NFA0-2,8,0,0
P50222   Q8NHB8,8,0,0
P50222   Q8NI38-1,8,0,0
P50222   Q8TAU3-1,8,0,0
P50222   Q8TB03-1,8,0,0
P50222   Q8TBB1-1,8,0,0
P50222   Q8TBZ9,8,0,0
P50222   Q8TCV5-2,8,0,0
P50222   Q8WUD1-1,8,0,0
P50222   Q8WUE5-1,8,0,0
P50222   Q8WV44-1,8,0,0
P50222   Q8WVZ9,8,0,0
P50222   Q8WWZ8-2,8,0,0
P50222   Q8WXB1-1,8,0,0
P50222   Q8WXH0-8,8,0,0
P50222   Q8WXI3-1,8,0,0
P50222   Q8WYA1-3,8,0,0
P50222   Q8WYK0-1,8,0,0
P50222   Q92625-1,8,0,0
P50222   Q92692-2,8,0,0
P50222   Q92785-1,8,0,0
P50222   Q92824-2,8,0,0
P50222   Q92832-1,8,0,0
P50222   Q92882,8,0,0
P50222   Q92917,8,0,0
P50222   Q92989-1,8,0,0
P50222   Q969E8,8,0,0
P50222   Q969G3-1,8,0,0
P50222   Q969J2,8,0,0
P50222   Q969Y2-1,8,0,0
P50222   Q969Z0-1,8,0,0
P50222   Q96AB6,8,0,0
P50222   Q96BH1,8,0,0
P50222   Q96BY2,8,0,0
P50222   Q96DN2-1,8,0,0
P50222   Q96DZ9-2,8,0,0
P50222   Q96EH3,8,0,0
P50222   Q96EX3,8,0,0
P50222   Q96FN4-1,8,0,0
P50222   Q96FV2-1,8,0,0
P50222   Q96FX2-1,8,0,0
P50222   Q96GC9-1,8,0,0
P50222   Q96GN5-1,8,0,0
P50222   Q96GU1-1,8,0,0
P50222   Q96GY3,8,0,0
P50222   Q96KM6,8,0,0
P50222   Q96MH2,8,0,0
P50222   Q96MM3,8,0,0
P50222   Q96MP8-2,8,0,0
P50222   Q96NJ5-1,8,0,0
P50222   Q96NT3-2,8,0,0
P50222   Q96NZ9-1,8,0,0
P50222   Q96PB7-3,8,0,0
P50222   Q96PC2,8,0,0
P50222   Q96Q77-1,8,0,0
P50222   Q96SQ5-1,8,0,0
P50222   Q96T60-1,8,0,0
P50222   Q96T75-3,8,0,0
P50222   Q99469,8,0,0
P50222   Q99633-1,8,0,0
P50222   Q99731,8,0,0
P50222   Q99757,8,0,0
P50222   Q99784-3,8,0,0
P50222   Q9BQ66,8,0,0
P50222   Q9BQY6-2,8,0,0
P50222   Q9BRC7-1,8,0,0
P50222   Q9BRR0-1,8,0,0
P50222   Q9BRU9-1,8,0,0
P50222   Q9BRX2,8,0,0
P50222   Q9BSW7,8,0,0
P50222   Q9BT43,8,0,0
P50222   Q9BV19,8,0,0
P50222   Q9BW62,8,0,0
P50222   Q9BW66-1,8,0,0
P50222   Q9BW85,8,0,0
P50222   Q9BX67-1,8,0,0
P50222   Q9BXA7,8,0,0
P50222   Q9BXW6-2,8,0,0
P50222   Q9BYQ0,8,0,0
P50222   Q9BYQ3,8,0,0
P50222   Q9BYQ4,8,0,0
P50222   Q9BYQ6,8,0,0
P50222   Q9BYR2,8,0,0
P50222   Q9BYR3,8,0,0
P50222   Q9BYR5,8,0,0
P50222   Q9C0I9-4,8,0,0
P50222   Q9GZY8-5,8,0,0
P50222   Q9H0C2,8,0,0
P50222   Q9H257-2,8,0,0
P50222   Q9H2F3-1,8,0,0
P50222   Q9H2X0-1,8,0,0
P50222   Q9H322,8,0,0
P50222   Q9H3H3-1,8,0,0
P50222   Q9H3K6,8,0,0
P50222   Q9H3U1-1,8,0,0
P50222   Q9H4M3-2,8,0,0
P50222   Q9H4P4-1,8,0,0
P50222   Q9H788-1,8,0,0
P50222   Q9H7N4,8,0,0
P50222   Q9H7X0-1,8,0,0
P50222   Q9H8K7,8,0,0
P50222   Q9H8W5-2,8,0,0
P50222   Q9HB63-3,8,0,0
P50222   Q9HBH7,8,0,0
P50222   Q9HBI0-1,8,0,0
P50222   Q9HC98-1,8,0,0
P50222   Q9HCB6,8,0,0
P50222   Q9HDC5,8,0,0
P50222   Q9NPA0,8,0,0
P50222   Q9NPA2,8,0,0
P50222   Q9NPE3,8,0,0
P50222   Q9NQ30-1,8,0,0
