"Domain","Distance.Domain.Motif","ocurrences"
"PF10344.12",8,1
"PF10344.12",58,1
"PF10433.12",173,1
"PF10433.12",347,1
"PF10479.12",-147,3
"PF10479.12",-141,1
"PF10479.12",-139,3
"PF10557.12",3,1
"PF10557.12",4,1
"PF10613.12",-55,1
"PF10613.12",-53,2
"PF10613.12",-48,1
"PF10613.12",-47,1
"PF10613.12",-39,1
"PF10996.11",-10,1
"PF10996.11",-5,2
"PF10996.11",-4,1
"PF11979.11",11,1
"PF11979.11",12,1
"PF12062.11",10,2
"PF12146.11",-50,1
"PF12146.11",-32,1
"PF12146.11",-24,1
"PF12146.11",-4,1
"PF12146.11",12,1
"PF12146.11",30,3
"PF12146.11",35,1
"PF12146.11",37,1
"PF12146.11",39,1
"PF12624.10",30,2
"PF12624.10",49,1
"PF12624.10",55,1
"PF12624.10",56,1
"PF12624.10",63,1
"PF12697.10",-80,1
"PF12697.10",-25,1
"PF12697.10",-4,1
"PF12697.10",20,2
"PF12698.10",-680,1
"PF12698.10",-47,1
"PF12698.10",-42,1
"PF12698.10",-8,1
"PF12698.10",624,1
"PF12774.10",124,16
"PF12774.10",125,5
"PF12774.10",128,1
"PF12774.10",133,6
"PF12774.10",143,4
"PF12774.10",196,5
"PF12796.10",114,1
"PF12796.10",371,1
"PF12796.10",393,1
"PF12799.10",13,1
"PF12799.10",16,1
"PF12799.10",17,1
"PF12799.10",18,1
"PF12851.10",-90,2
"PF12851.10",-89,1
"PF12872.10",1,3
"PF12947.10",1,1
"PF12947.10",4,1
"PF13086.9",-112,1
"PF13086.9",-70,1
"PF13086.9",-62,1
"PF13091.9",-86,1
"PF13091.9",-84,1
"PF13091.9",-39,1
"PF13175.9",672,1
"PF13175.9",809,1
"PF13229.9",-177,1
"PF13229.9",-165,1
"PF13229.9",-58,1
"PF13229.9",-46,1
"PF13229.9",-30,1
"PF13229.9",-22,1
"PF13229.9",-21,1
"PF13229.9",-19,6
"PF13229.9",-18,2
"PF13229.9",-6,1
"PF13229.9",-5,1
"PF13229.9",-4,6
"PF13229.9",-3,3
"PF13229.9",1,1
"PF13229.9",3,1
"PF13229.9",5,4
"PF13229.9",7,5
"PF13229.9",12,1
"PF13229.9",15,2
"PF13229.9",16,5
"PF13229.9",24,2
"PF13229.9",107,1
"PF13229.9",114,1
"PF13289.9",-110,1
"PF13289.9",-108,1
"PF13306.9",-16,1
"PF13306.9",-11,1
"PF13306.9",-7,1
"PF13306.9",-5,1
"PF13306.9",-4,1
"PF13306.9",-3,1
"PF13306.9",-1,2
"PF13306.9",1,3
"PF13306.9",5,1
"PF13306.9",8,1
"PF13306.9",18,1
"PF13306.9",19,4
"PF13306.9",20,3
"PF13306.9",21,1
"PF13306.9",23,1
"PF13330.9",-1313,1
"PF13330.9",-192,1
"PF13330.9",100,1
"PF13365.9",-18,1
"PF13365.9",11,1
"PF13365.9",19,1
"PF13385.9",-6,2
"PF13385.9",-1,1
"PF13385.9",12,1
"PF13385.9",46,1
"PF13409.9",-12,3
"PF13409.9",-11,1
"PF13409.9",-8,2
"PF13417.9",-12,1
"PF13417.9",-1,2
"PF13420.10",14,2
"PF13423.9",-114,1
"PF13423.9",-30,1
"PF13423.9",165,1
"PF13423.9",177,1
"PF13426.10",-6,5
"PF13426.10",-3,3
"PF13439.9",-8,1
"PF13439.9",-5,1
"PF13489.9",22,1
"PF13489.9",70,1
"PF13508.10",19,2
"PF13519.9",-32,1
"PF13519.9",-3,1
"PF13519.9",-2,1
"PF13519.9",24,1
"PF13519.9",31,1
"PF13519.9",34,1
"PF13561.9",4,1
"PF13561.9",10,1
"PF13561.9",26,1
"PF13561.9",27,2
"PF13561.9",37,1
"PF13561.9",44,1
"PF13561.9",47,3
"PF13561.9",50,1
"PF13561.9",70,1
"PF13579.9",-9,1
"PF13579.9",-6,1
"PF13589.9",5,1
"PF13589.9",13,1
"PF13589.9",17,1
"PF13589.9",21,1
"PF13589.9",23,1
"PF13589.9",24,1
"PF13589.9",26,1
"PF13589.9",38,1
"PF13589.9",41,1
"PF13589.9",51,1
"PF13589.9",53,1
"PF13589.9",58,1
"PF13589.9",60,1
"PF13589.9",69,1
"PF13589.9",94,1
"PF13589.9",96,1
"PF13599.9",-1,2
"PF13641.9",-99,1
"PF13641.9",-68,1
"PF13641.9",-61,1
"PF13641.9",-42,1
"PF13641.9",-12,1
"PF13641.9",26,1
"PF13641.9",77,1
"PF13673.10",1,1
"PF13673.10",8,1
"PF13673.10",10,1
"PF13673.10",16,1
"PF13673.10",18,1
"PF13673.10",21,1
"PF13673.10",23,1
"PF13673.10",26,1
"PF13691.9",16,1
"PF13691.9",27,1
"PF13695.9",-21,2
"PF13695.9",-19,1
"PF13704.9",-3,3
"PF13733.9",121,2
"PF13733.9",123,2
"PF13757.9",50,1
"PF13757.9",62,1
"PF13757.9",98,1
"PF13757.9",100,1
"PF13757.9",104,1
"PF13757.9",135,1
"PF13757.9",143,1
"PF13757.9",506,1
"PF13793.9",-4,1
"PF13793.9",-3,1
"PF13793.9",3,2
"PF13802.9",1,2
"PF13848.9",-1,2
"PF13853.9",-18,7
"PF13853.9",-17,16
"PF13853.9",-16,8
"PF13853.9",-15,22
"PF13855.9",-19,1
"PF13855.9",-18,3
"PF13855.9",-17,3
"PF13855.9",-16,3
"PF13855.9",-15,8
"PF13855.9",-14,5
"PF13855.9",-12,2
"PF13855.9",-11,1
"PF13855.9",-9,2
"PF13855.9",-8,1
"PF13855.9",-1,2
"PF13855.9",1,2
"PF13855.9",3,1
"PF13855.9",4,1
"PF13855.9",5,1
"PF13855.9",8,1
"PF13855.9",9,1
"PF13855.9",12,2
"PF13855.9",14,4
"PF13855.9",15,12
"PF13855.9",16,3
"PF13855.9",17,10
"PF13855.9",18,7
"PF13855.9",20,4
"PF13855.9",21,3
"PF13855.9",22,1
"PF13855.9",25,1
"PF13855.9",26,1
"PF13855.9",28,1
"PF13855.9",30,1
"PF13871.9",-240,1
"PF13871.9",-158,1
"PF13885.9",1,1
"PF13885.9",5,1
"PF13889.9",-23,1
"PF13889.9",-15,1
"PF13895.9",-746,1
"PF13895.9",-731,1
"PF13895.9",-725,1
"PF13895.9",-675,1
"PF13895.9",-591,1
"PF13895.9",-515,1
"PF13895.9",-216,1
"PF13895.9",-14,1
"PF13895.9",-13,1
"PF13895.9",-12,2
"PF13895.9",-4,2
"PF13895.9",1,6
"PF13895.9",2,3
"PF13895.9",3,1
"PF13895.9",5,6
"PF13895.9",6,1
"PF13895.9",7,5
"PF13895.9",8,1
"PF13895.9",10,1
"PF13895.9",342,1
"PF13895.9",614,1
"PF13895.9",754,1
"PF13895.9",910,1
"PF13895.9",1318,1
"PF13927.9",-1394,1
"PF13927.9",-1327,1
"PF13927.9",-1116,1
"PF13927.9",-741,1
"PF13927.9",-729,1
"PF13927.9",-721,1
"PF13927.9",-720,1
"PF13927.9",-670,1
"PF13927.9",-583,1
"PF13927.9",-467,1
"PF13927.9",-404,1
"PF13927.9",-204,1
"PF13927.9",-14,1
"PF13927.9",-11,1
"PF13927.9",-10,1
"PF13927.9",-9,1
"PF13927.9",-8,1
"PF13927.9",-6,3
"PF13927.9",-1,3
"PF13927.9",3,4
"PF13927.9",5,4
"PF13927.9",6,54
"PF13927.9",7,16
"PF13927.9",8,41
"PF13927.9",9,17
"PF13927.9",10,12
"PF13927.9",11,9
"PF13927.9",12,8
"PF13927.9",13,2
"PF13927.9",20,1
"PF13927.9",623,1
"PF13927.9",767,1
"PF13927.9",924,1
"PF13927.9",1331,1
"PF13927.9",1813,1
"PF14478.9",-21,1
"PF14478.9",-14,1
"PF14566.9",-27,1
"PF14566.9",-24,1
"PF14566.9",-10,1
"PF14604.9",-9,1
"PF14604.9",-7,2
"PF14652.9",-1,2
"PF14845.9",14,2
"PF15035.9",505,1
"PF15035.9",1165,1
"PF15277.9",6,1
"PF15277.9",7,1
"PF15277.9",8,1
"PF15625.9",-231,1
"PF15625.9",-171,1
"PF15780.8",-42,1
"PF15780.8",-17,3
"PF15780.8",1,1
"PF15780.8",4,1
"PF15780.8",10,1
"PF15780.8",75,1
"PF16076.8",-191,1
"PF16076.8",-167,1
"PF16184.8",-89,1
"PF16184.8",8,1
"PF16184.8",11,2
"PF16184.8",12,1
"PF16184.8",28,1
"PF16184.8",996,1
"PF16207.8",-28,1
"PF16207.8",-26,1
"PF16207.8",-16,1
"PF16207.8",-15,2
"PF16207.8",-12,1
"PF16212.8",-664,1
"PF16212.8",-646,1
"PF16212.8",-453,1
"PF16212.8",-449,1
"PF16300.8",-7,1
"PF16300.8",-5,2
"PF16472.8",-619,1
"PF16472.8",695,1
"PF16575.8",-1,2
"PF16575.8",56,1
"PF16908.8",116,4
"PF16908.8",125,3
"PF16908.8",139,1
"PF16908.8",141,1
"PF16908.8",149,2
"PF16909.8",-51,1
"PF16909.8",-50,1
"PF16909.8",-49,1
"PF16909.8",-41,2
"PF16910.8",58,3
"PF16910.8",62,2
"PF16910.8",69,4
"PF16910.8",75,4
"PF16910.8",87,4
"PF16910.8",97,2
"PF16910.8",98,2
"PF17213.6",25,6
"PF17450.5",3,2
"PF17771.4",-521,1
"PF17771.4",-280,1
"PF17771.4",-264,1
"PF17900.4",-116,1
"PF17900.4",-97,1
"PF17900.4",-1,1
"PF17900.4",3,4
"PF18139.4",-10,5
"PF18139.4",6,3
"PF18171.4",17,1
"PF18171.4",40,1
"PF18171.4",44,1
"PF18452.4",-5,1
"PF18452.4",-4,2
"PF18837.4",1,2
"PF19028.3",-3,1
"PF19028.3",-2,9
"PF19028.3",-1,35
"PF19699.2",-268,1
"PF19699.2",-261,1
"PF19699.2",-245,1
"PF20179.1",13,1
"PF20179.1",14,1
"PF20309.1",-25,1
"PF20309.1",-21,1
"PF20309.1",-18,1
"PF20422.1",-47,1
"PF20422.1",-41,1
"PF20422.1",-4,1
"PF20422.1",-3,5
"PF20519.1",-61,3
